id,remarks
24250,ID 2134
24255,ID 0512
24261,286920 BOB 06/05/2025
24249,ID 2396
24252,id 6016
24253,ph pay id 2891 (14500+5500) cash
22946,NEFT ON 235/11/2024 (115000) 20000 HDFC ACC 1045
24270,ID 0734
24254,ID 4519
24259,id 1367 22k
24276,ID 2033
24264,id 9854
24266,PH PAY QR CODE 07/05/2025
24265,711371 (CHQ OF RS (160000) 9374 ACC (20000) 06/05/2025
24267,ID 5228
24268,ID 7926
24273,OLD R# 1513 5/5/25PH PAY
24245,ID 5805
24272,PH PAYQR CODE 07/05/2025
24258,HDFC
24246,PH PAY 4980 (7K + 10K ) CASH
24291,PROVISIONAL ADMISSION
24292,ID 9384
24287,ID 0666
24296,ID 3695
24283,PH PAY QR CODE 07/05/2025
24308,ID 9844 PROVISIONAL ADMISSION
24312,ID 7079 PROVISIONAL ADMISSION
24310,PH PAY 17/4/25
24289,PH PAY QR CODE 07/05/2025
24290,ID 3785
24294,1433
23685,HDFC ACC 1045 NEFT ON 05/02/2025 (50000) 20000
23037,NEFT BY HARJINDER (115000) (20000) 1045 ACC HDFC 03/12/2024
24304,ID 9899
24295,PH PAY QR CODE 08/05/2025 (15000+5000)
24299,PH PAY QR CODE (15000) 08/05/2025 AND 20000 SWIPE
23966,ID 9835
24300,PH PAY QR CODE 08/05/2025
24301,PH PAY QR CODE 08/05/2025
24306,BY CHEQ NO 335068 AC 10578 7/5/25
24232,PH PAY QR CODE 05/05/2025
24280,ID 9613
24282,ID 0517
24293,ID 1402
24298,3410
24307,ID 7457
24305,PH PAY QR CODE 08/05/2025
24311,id 3205
24297,PH PAY QR CODE 08/05/2025
24277,PH PAY QR CODE 07/05/2025
24195,NEFT BY 28/4/2025 9374 ACC (160000) 20000
24281,PH PAYU QR CODE 07/05/2025
24279,ID 7953
24284,PH PA YQR CODE 07/05/2025
24285,ID 2438
24309,ID 9178
24326,ID 1529 30K
24335,ID 7650 PROVISIONAL ADMISSION
24731,ID 9464
24322,ID 1415 PROVISIONAL ADMISSION
24332,PH PAY QR CODE 11/05/2025
24331,ACC HDFC 6831 27/04/2025
24329,ID 0126
24319,ID 5778
24327,ID 3063
24318,PH PAY ID 9951
24333,ID 1979 PROVISIONAL ADMISSION
22420,NIAE (23400+2600) HDFC
24315,PROVISIONAL ADMISSION
24323,ID 1155 PROVISIONAL ADMISSION
24330,ID 6478
24334,ID 7961
24338,PH PAY QR CODE 13/05/2025
24321,PROVISIONAL ADMISSION
24328,ID 7268
24350,PH PAY QR CODE (30000) 25000 13/05/2025
24337,PH PAY QR CODE 30/04/2025
24342,PH PAY QR CODE (22500) 17500 13/05/2025
24345,PH PAY QR CODE 13/05/2025
24346,PH PAY QR CODE 13/05/2025
24354,id 6874
24316,ID 8524
21414,PH PAY 30/5/24 8K + 9/6/24 2K PROVITIONAL ADMISSION
24360,ID 1194 (21K + 4K)21/4/25
24375,ID 1557
24356,id 0482
24394,ID 7360
24325,id 2864
24364,PROVISIONAL ADMISSION
24358,PH PAY QR CODE 13/05/2025
24341,PH PAY QR CODE 13/05/2025
25720,ID 5913 PROVISIONAL ADMISSION
23285,id 7136
24368,ID 7881 PROVISIONAL ADMISSION
24355,PH PAY QR CODE 13/05/2025
24388,ID 5078 PROVISIONAL ADMISSION
24367,ID 0017 PROVISIONAL ADMISSION
24366,PH PAY QR CODE 6000+4000 13/05/2025
24363,HDFC QR CODE 13/05/2025 (70732)
24385,ID 4647
24381,ID 4542
24371,PH PAY QR CODE 14/05/2025
24370,ID 6137
24391,TRF OLD R# 1506
24395,"PH PAY ID 9749, 6810 (15K+10K)"
24376,ID 1907
24377,ID 9094
24382,ID 2977
24383,PH PAY ID 3412 (8K + 17K) CASH
24384,ID 3178
24387,ID 2344 (20K)
24390,ID 5376
24361,*
24362,*
24393,ID 6488
24396,ID 2922
24437,PH PAY QR CODE 15/05/2025
24427,ID 3482
24732,PH PAY 5000*6
24398,TRF OLD R# 1375
24761,ID 6445
24404,ID 7261
24415,PH PAY QR CODE 15/05/2025
24405,ID 2024
24403,ID 8087 PROVISIONAL ADMISSION
24410,PH PAY QR CODE (5000) 15/05/2025 AND 15000 CASH
25721,PH PAY ID 1624
25757,NIAE QR ID 2990
24407,ID 6212
24409,PH PAY QR CODE 15/05/2025 (0351)
24416,ID 4115
24425,PH PAY QR CODE 15/05/2025
24417,ID 7656
24423,PH PAY QR CODE 15/05/2025
24434,IMPS ON 14/05/2025 (10569) AMAN GUSAIN
24438,ID 6377
24397,ID 5109
24399,ID 7137
24400,PH PAY ID 0457 (21K+3K) CASH
24401,ID 0574
24411,ID 9830
24414,ID 5836
24422,ID 4453
24424,"ID 5096, 1608 (25K+7K)"
24436,PH PAY 5000*3 BY PRIYANSHU + ID 4981 5000
24426,PH PAY ID 8048 (3K+4K) CASH
24380,ID 3752
23629,ID 6172
24443,PH PAY QR CODE (3389) 15/05/2025
24440,PH PAY QR CODE (35000) 30000 15/05/2025
24733,ID 7266
24444,ID 3223
24412,PH PAY QR CODE 15/05/2025
24441,ID 7917
24466,PH PAY QR CODE (65000) N16/05/2025 AND CASH 30000
24447,ID 7092
24448,"ID 8557, 5145 (24K+2K) PROVISIONAL ADMISSION"
24472,ID ID 2101
24456,PH PAY 14/5/25
24465,IMPS ON 15/05/2025 (9934) 10569 ACC
24460,PH PAY QR CODE 16/05/2025
24445,PH PAY QR CODE 15/05/2025
24457,PH PAY QR CODE 16/05/2025
24474,3489
24475,4355
24478,3707
24461,"ID 6339,1557(20K+15K)"
24454,ID 7347
24452,id 9210
24458,IMPS ON 15/05/2025 (10569) (65723)
24459,ph pay 28/3/25
24446,ID 6102
24462,ID 3908
24467,PH PAY ID 5117 (5500+14500)CASH
24468,PH PAY 18K+1K+1K
24471,"ID 4749,1744 (5K+2K)"
24463,PH PAY 15/5/25
24442,PH PAY QR CODE 15/05/2025 (25000) 18000
24476,0355
24482,ID 2470
24734,ID 6142
24502,ID 2971 PROVISIONAL ADMISSION
24483,AC 2683 16/5/25 PROVISIONAL ADMISSION
24487,ID 9370
24490,PH PAY QR CODE 16/05/2025
24488,ID 2627
24518,DBD ON 17/05/2025
25722,PH PAY ID 9947(15K+5K) CASH
24496,5720 ON 16/5
24501,PH PAY QR CODE 16/05/2025
24492,PH PAY 15K 15/5/25 + 10K 16/5/25
24493,ID 3786
24495,ID 1714
24506,ID 1736
24503,**
24470,2678
24479,6669
24517,PH PAY QR CODE 7
24519,PH PAY QR CODE 17/05/2025
24481,3505
24491,PH PAY QR CODE 16/05/2025
24499,**
24500,**
24516,ID 0050
24508,ID 9681
24510,PH PAY QR CODE 16/05/2025 (30000)
24505,ID 1703
24511,PH PAY QR CODE 17/05/2025
24515,PH PAY QR CODE (15000+10000) 17/05/2025
24497,6224
24509,ID 1597
24512,PH PAY QR CODE 17/05/2025
24513,ID 8860
24480,7423
24484,ID 2215
25719,ID 6038
24525,PH PAY QR CODE 17/05/2025
24529,PH PAY QR CODE 17/05/2025
24528,HDFC ACC (4709) 16/05/2025 (90000+5000)
24548,PH PAY QR CODE (19/05/2025) 1130
24535,ID 8404 PROVISIONAL ADMISSION
24531,S
24538,ID 2575
24526,PH PAY QR CODE (5000+5000) 17/05/2025
24523,PH PAY QR CODE 17/05/2025
24536,PROVISIONAL ADMISSION
24539,ID 4620
25758,NIAE QR ID 0890
24540,IMPS ON 16/05/2025 (320000) 190000 9374 ACC
24541,IMPS ON 16/05/2025 (320000) 40000 9374 ACC
24542,PH PAY QR CODE 19/05/2025
24547,ID 9400
24549,IMPS ON 18/05/2025 (10569)
24521,PH PAY QR CODE 17/05/2025
24546,PH PAY QR CODE 19/05/2025
24562,PH PAY QR CODE 19/05/2025 (17500)
24543,PH PAY QR CODE 19/05/2025
24544,HDFC Q FLIX 16/05/2025 6831 HDFC
24545,PH PAY ID 5739
24557,ID 7331
24558,ID 7522
24524,PH PAY QR CODE 17/05/2025 (10000*3)
24560,ID 8044
24522,IMPS ON 13/05/2025 4709 HDFC
24527,PH PAY QR CODE 17/05/2025
24530,NEFT BY 9374 27/02/2025 (80000) 45000
24566,PH PAY QR CODE 19/05/2025
24587,ID 9869
24590,ID 7501
24568,PH PAY QR CODE 19/05/2025
24592,ID 5022
24578,ID 8189
24599,*
24572,PH PAY QR CODE (10000+10000+15000) 19/05/2025
24567,PH PAY QR CODE 19/05/2025
24574,PH PAY QR CODE 19/05/2025 (33000+2000)
24569,PH PAY QR CODE 19/05/2025
24514,PH PAY QR CODE 17/05/2025
24553,ID 4510
24597,ID 9435 PROVISIONAL ADMISSION
24600,id 8025
24585,ID 2511 PROVISIONAL ADMISSION
24570,PH PAY QR CODE (15/05/2025) 25000
24575,TRF OLD R# 15
24586,ID 8609
24580,ID 2892
24453,id 4513
24583,PH PAY QR CODE 19/05/2025
24588,ID 7372
24589,ID 5179
24593,ID 1265
24595,ID 5156
24601,id 7796
24594,ID 6079 (12K +1K) CASH
24596,ID 0370
24563,PH PAY QR CODE 19/05/2025
24584,PH PAY QR CODE 19/05/2025
24576,PH PAY QR CODE 19/05/2025
24581,ID 3674
24604,ID 6148
24642,id 1089 35k
24629,2552
24606,ID 4368
24618,ID 5593
24610,PH PAY 3/4/25
24617,PH PAY ID 9933
24619,ID 3724
24625,PH PAY ID 6057(7K +13K) CASH
24620,AC 4709 25K+5K 16/5/25
24621,ID 3704
24638,3214
24630,ID 9157
24643,ph pay 2000+500
24605,ID 4729
24612,ID 9660 (25K)
24615,3725
24614,PH PAY ID 2676(10K +20K) CASH
24622,ID 8854
24623,PH PAY 14/5/25
24627,ID 8365
24624,PH PAY 15/5/25
24626,ID 9630
24628,PROVISIONAL ADMISSION
24640,6895(35000) 4505(65000)
24639,4505(65000)
24632,2047
24634,9820 -
24608,"ID 1358, 5870 (30K+20K)"
24607,ID 3210
24633,ID 5770
25685,HDFC QR CODE NIAE 6831 04/08/2025
24635,2302
24603,id 9207
24602,id 3553
24616,"8000 cash (17000,10000) 5395, 6121,"
24609,ID 6253
24611,ID 3058
23213,ID 3197
20592,R# 9697
24679,ID 2662
24677,PH PAY 21/5/25
23983,PH PAY QR CODE 02/04/2025
24678,ID 8274
24683,ID 4021
24653,ID 4795
24658,ID 1900
25759,NIAE QR 12/8/25
24650,"id 4503 ,2092 (29k+5k+1k) cash"
24652,ID 1679
24655,ID 7749
24664,ID 5712(13K+7K)CASH
24667,PH PAY QR CODE 22/05/2025
24656,"ID 6056, 2879 (11K+1K)"
24671,PH PAY QR CODE 22/05/2025
24672,PH PAY QR CODE 22/05/2025
24674,PH PAY QR CODE 22/05/2025
24659,ID 4630
24737,ID 6372
25774,NIAE QR ID 0821
24646,ID 8331
24648,ID 5424
24665,ID 2627
24644,TRF PROVISIONAL ADMISSION
24666,0578
24645,OLD R# 1617
24657,19\5 NEFT
24660,"15000(0401),25000(2486)"
24661,10000(0693) 10000(5246)
24668,**
24670,ID 0581
24673,PH PAY 20/3/25
24676,ID 7815
24675,15000+10000+5000 PH PAY QR CODE 22/05/2025
24680,PH PAY QR CODE 22/05/2025
22344,HDFC QR CODE NIAE 05/09/2024 AND 10000 CASH
24687,PH PAY QR CODE 23/05/2025
24749,ID 0238
24690,PH PAY QR CODE (32000) 30000 23/05/2025
24669,PH PAY QR CODE 22/05/2025
24691,PH PAY QR CODE 23/05/2025
21325,id 5667
24763,PH PAY QR CODE 27/05/2025 (40000) 35000
24775,PHJ PAY QR CODE 27/05/2025 (4888)
24764,PH PAY QR CODE 27/05/2025
24688,PH PAY QR CODE 23/05/2025
24689,PH PAY QR CODE 23/05/2025
21922,ID 4775
21828,PH PAY QR CODE 26/07/2024
21562,ID 7496 (20K) PROVISONAL ADMISSION
22508,PH PAY QR CODE (35000) 20000 23/09/2024
23432,ID 6284
24231,ID 9748
24760,ID 2800
23732,PH PAY QR CODE 11/02/2025
24769,PH PAY QR CODE (35000) 27/05/2025 AND 5000 CASH
24774,PH PAY QR CODE 27/05/2025
24762,ID 8963
24771,ID 7736
24790,ph pay 22/5/25
21080,PH PAY QR CODE 21/05/2024
24784,NEFT ON 20/05/2025 IN 9374 ACC
24781,ID 5756
24785,PH PAY QR CODE 27/05/2025
24792,"ID 9931,3370 (9K+1K)"
24786,PH PAY QR CODE 27/05/2025 (2562)
24788,ID 1176
24791,ph pay 24/5/25
24782,ID 9931(12K+3K) CASH
24793,ID 55587
24685,ID 5241 PROVISIONAL ADMISSION
24826,ID 3925
24829,ID 6072
24803,id 4848
24800,3027
25708,CHQ OF RS 180000 (40000) SBI (618542) 06/08/2025
24801,id 6633
24807,id 2737
24802,id 4108
24831,ID 2010 20K PROVISIONAL ADMISSION
24832,ID 2010 20K PROVISIONAL ADMISSION
24804,id 8928
24809,id 0081
24810,ID 2155
24811,ID 7108
24816,ID 3631
24818,ID 7747
24820,ID 9989
20799,HDFC QR CODE 27/03/2024
24757,ID 5850
21100,PH PAY QR CODE (1141) 23/05/2024
24823,AC 9374 SB CARRIER 27/5/25 (120K)
24833,ID 1193
24834,ID 6127
24821,ID 2166
24806,id 1146
24817,NO 587411 26/5/25 AC 10569
24827,"ID 0151,2666(69930+70)"
24814,AC 9374 28/5/25
24835,ID 2556
24836,PH PAY 27/5/25
25710,CHQ OF RS 180000 (618542) SBI (40000) 06/08/2025 AND HDFC QR CODE 6831 (40000) 10000 06/08/2025
24838,ID 5640
20431,"598, 816"
22895,BY MAHFUJ 11/11/24 AC 10569
23172,AC 10578 29/11/24 NBY MAHAFOOZ (22750)
21890,CHQ OF RS 105000 (85000) 31/07/2024
24822,AC 9374 SB CARRIER 27/5/25 (120K)
24866,PH PAY QR CODE 29/05/2025
24840,ID 0164
24867,PH PAY QR CODE 29/05/2025
24837,ID 3552 PROVISIONAL ADMISSION
24845,PH PAY QR CODE 29/05/2025
24846,PH PAY QR CODE 29/05/2025
24849,id 2191
24852,ac 1045 hdfc 22/5/25
24855,ID 4889
24858,PH PAY QR CODE 29/05/2025
24864,id 3153
22242,HDFC QR CODE NIAE 27/08/2024
24847,ph pay id 5501(27500 + 5000) cash
24868,PH PAY QR CODE 29/05/2025
24839,ID 1038
24854,id 2761
24860,ID 6030
24863,id 6965
24869,ID 3884
24865,HDFC ACC QR CODE (40000) 35000 26/04/2025
21738,PROVISIONAL ADMISSION
25706,PH PAY (5K+5K+2K)
24875,ID 8824
24889,AC 9374 3/5/25 140K
24907,PH PAY QR CODE 30/05/2025
24878,id 5912
24897,PH PAY QR CODE 30/05/2025
24874,"ID 9589,8335,4780(13K+5K+2K) PROVISIONAL ADMISSION"
24879,AC 9374 29/5/24 PROVISIONAL ADMISSION
24893,ID 6652
24884,PH PAY QR CODE 30/05/2025
24885,PH PAY QR CODE 30/05/2025
24886,PH PAY QR CODE 30/05/2025
24887,PH PAY QR CODE (25000+10000) 30/05/2025
24888,PH PAY QR CODE 30/05/2025
24890,ID 1322
24550,PH PAY QR CODE 17/05/2025
21786,ID 8017 PROVISIONAL ADMISSION
24892,PH PAY QR CODE (15500+2000) 30/05/2025
24899,PH PAY QR CODE 30/05/2025
24901,ID 3492
24902,ID 1375
24904,ID 4477
24905,PH PAY QR CODE 30/05/2025
24906,PH PAY QR CODE 30/05/2025
20782,2910
24896,OLD R# 1693 TRF
24877,id 2100
24881,ID 9770
24883,ID 1581
24903,ID 4341
24891,ID 4547
24872,ID 9077
24873,ID 9717
24880,AC 9374 29/5/25 PROVISIONAL ADMISSION
24908,PH PAY QR CODE 30/05/2025
21429,ID 9219
23715,PH PAY QR CODE 10/02/2025
24030,ID 5974
21409,ID 5846 PROVISIONAL ADMISSION
23266,ID 5199
21060,PH PAY QR CODE 22/05/2024 (5474)
24912,ID 4959
24740,ID 5627
24946,PH PAY QR CODE 02/06/2025
25775,ID 8253
24944,PH PAY QR CODE (2502) 02/06/2025
24911,AC 1045 30/5/25 (19K+6K) CASH
24935,ID 5005
24918,id 5027
24925,PH PAY (10K+ 10K)
24919,id 4704
24938,"ph pay id 4961,7798 (20k+15k)"
24916,id 3945
24921,ID 8159
24922,ID 0400
24924,ID 0052
24926,BY CHEQ NO 649908 27/5/25
24927,"id 1627, 2620 (23k+2k)"
24933,"ID 7780,3684(20K+15K)"
24914,ph pay 30/5/25
24934,id 2534(27k)
24936,ID 1561
24940,ID 7829
24945,ID 3735
24931,AC 9374 31/5/25
24923,ID 4661 (24K + 4K ) CASH
24941,ID 4339
24947,PH PAY QR CODE (9213) 02/06/2025
24948,PH PAY QR CODE 02/06/2025 (2865)
24949,PH PAY QR CODE 30/05/2025 (3828)
24971,PH PAY 3/6/25
24972,PH PAY ID 8230
24977,BY QFIX ONLINE 5/6/25
24954,IMPS ON 31/05/2025 PNB ACC 10578
25723,NIAE QR ID 9260
24956,ID 2466
24961,ID 5630
24952,ID 1287
21192,DBD ON 28/05/2024 (160000) ACC 6831
24957,ID 7325
24973,ID 1787
24970,ID 3284
24975,ID 8313
24976,ph pay 4/6/25
24974,ID 6976
24951,id 6550
24966,id 0585
24968,ID 6659
21491,PH PAY QR CODE 20/06/2024
23826,PH PAY 6/3/25
22147,ID 6309 (30)
24984,ID 0431
24985,ID 3692
24955,IMPS ON 30/05/2025 (5000) AND 20000 IMPS ON 02/06/2025 10569 ACC
24980,ID 3605
24982,ID 9788 (10K+25K) CASH
24983,"ID 2262,8320 (20K+20K)"
24986,ID 1503(37500)
24958,ID 3728(15K+5K)CASH
24960,ID 1181
24989,ID 5209
24988,QFIX HDFC 5/6/25
24999,ID 9883
25008,ID 8282
25010,ID 7728
25014,ID 9825 (11K)
24994,PH PAY ID 9408 (15K +15K) CASH
25017,neft (213750)
25009,ID 9103
24987,ID 1802
24998,ID 5778
25006,ID 5492
24997,ID 5317
25007,ID 0600
24996,ID 8058
25001,ID 4244
25000,ID 8740
25019,ID 0312
25004,ID 0931
25005,ID 1556
25011,7292
25012,"ID 8892,6789 (20K+10K)"
25015,0726
25016,neft ( 2132750)
25021,ID 8421
25018,ID 9238
25024,id 3319
25025,id 9827
25027,ID 9452
25023,ph pay 6/6/25 (47k)
25013,0575
25020,ID 2021
25028,PH PAY 6/6/25 (30K+17K)
25002,ID 7304
25029,ID 1118
25068,ID 0033
25036,ID 0178
25066,ID 4737 provisional admission
25037,HDFC AC 1045 7/6/25
25044,PH PAY QR CODE 09/06/2025
25041,id 4653
25060,ID 6176
25042,PH PAYU QR CODE 09/06/2025
25051,ID 1945
25043,PH PAY QR CODE 09/06/2025
25003,ID 3381
20091,"8785, 8993"
24965,ID 9037
21954,PH PAY QR CODE (15000) 06/08/2024 AND 10000 CASH
25055,ID 2031
25057,ID 7041
25059,ID 3525
25033,ID 2383
20364,"2432, 2440"
25064,ID 8973
25049,ID 1103
25050,PH PAY ID 2549(10K+8K)CASH
25054,HDFC QR 4/6/25 (37500)
25058,ID 3234 (12500+5000)CASH
21401,ID 4597
25067,DD NO 809836
24092,PH PAY QR CODE (30000+5000) 16/04/2025
25063,ID 0782
24056,PH PAY QR CODE 10/04/2025 (20000+2500)
25039,ID 7427
25038,ID 1051
25061,OLD R# 1624 TRF
25056,ID 3502
25065,ID 9921(37500)
25079,OLD R# 8 TRF B.TECH & AME B2 TO AME B2
25076,ID 9373
25108,OLD R# 1763 TRF B 1.1 TO B.Tech B2
25073,ID 3805
24365,ID 7031 PROVISIONAL ADMISSION
25094,OLR R# 1804 TRF B2 TO B1.3
25095,OLD R# 1802 TRF B1.3 TO B2
25075,PH PAY 28/5/25
25762,PROVISIONAL ADMISSION
25084,AC 1045 9/6/25
25085,AC 1045 10/6/25
25078,ID 0320
25093,PROVISIONAL ADMISSION
25080,ID 9096
25776,AC 9374 NEFT BY MOHD JAIF 12/8/25
25081,PROVISIONAL ADMISSION
25074,ID 0722
25086,"ID 7316,2872 (20K+20K)"
25109,ID 2005 PROVISIONAL ADMISSION
25089,ID 6208
25110,ID 8901
25103,ID 1403
25090,ID 3767
25088,ID 6637
25069,ID 6596
25097,ID 4389
25105,ID 9700 PROVISIONAL ADMISSION
25099,5K on 10th may 15kk 4677
25101,ID 1518 (40K) PROVISIONAL ADMISSION
25082,AC 6831 10/6/25
25107,ID 4540 PROVISIONAL ADMISSION
25106,AC 9374 13/6/25
25092,AC 9374 12/6/25
25125,AC 9374 16/6/25
25112,"NEFT BY 05/06/2025 (285000) (190000) AND T FEES , EXCESS FEES 15000 REF THR CHQ NO 826088"
25725,RTGS ON 5/8/25 (280000)
25115,ID 7303
25137,AC 9374 18/6/25
25117,ID9479
25135,ID 3736
25119,ID 7538
22280,hdfc niae
25116,ID 5024
25138,ID 1680
25120,DD NO 286939
25114,ID 1573
25148,*
25145,ID 3719
25122,PH PAY 15/6/25
25123,"ID 0082,9732(5K+5K) PROVISIONAL ADMISSION"
25134,ID 5086
25118,PH PAY QR CODE 14/06/2025
25126,ID 7760
25142,ID 6159
25143,ID 0980
25132,ID 3558 PROVISIONAL ADMISSION
25140,ID 9993
25144,ph pay id 2146(15k + 20k) cash
25146,ID 7380
25150,PH PAY ID 1349(11K+24K)
25151,ID 1890
25130,PH PAY ID 3844(6500+26000)CASH
25127,ID 6114
25136,ID 1822
25141,ID 1329
25139,OLD R# 1709 TRF B2 TO B 1.1
25133,ID 4733 PROVISIONAL ADMISSION
25129,ID 4618
25124,AC 1045 16/6/25 PROVISIONAL ADMISSION
25189,AC 9374 24/6/25
25154,ID 4933
25190,AC 9374 24/6/25 (75K )
25155,ID 8097
25156,ID 0331 PROVISTIONAL ADMISSION
25185,ID 8145
25157,ID 5589 PROVITIONAL ADMISSION
25187,ID 1512
25176,ID 5464
25161,ID 7017
25163,"ID 0440,7732(13K+2K)"
25158,ID 6626
25164,id 9358
25172,ID 6404
25191,AC 10569 24/6/25
25166,ID 3492
25153,ID 7318
25182,ID 5918
25168,AC 10578 21/6/25
25177,ID 6648
25174,AC 9374 21/6/25
25170,ID 7360
25171,ID 6176
25183,"PH PAY ID 8915,1781 (8K+2K)"
25173,ID 7119
22430,HDFC QR CODE ACMT 15/09/2024
25152,ID 4546
25159,ID 0149
25179,"ID 7209,6672(4500+500)"
25178,ID 2299(7500)
25180,ID 8613
25175,PH PAY 22/6/25
24895,OLD R# 1713 TRF
25184,PH PAY ID 8415(15K +5K) CASH
25165,ID 2354
25169,ID 0755
25160,ID 4893
25181,ID 3597
25194,AC 10578 25/6/25 (140K) 5 EXTRA
25229,PH PAY ID 8515
25197,ID 3620 PROVISIONAL ADMISSION
25726,RTGS ON 5/8/25/(280000)
25232,ID 9288
25201,ID 2038 PROVISIONAL ADMISSION
25223,PH PAY ID 3154 29/6/25
25763,AC 1045 11/8/25 (150000)
25200,AC 9374 25/6/25
25198,ID 2038 PROVISIONAL ADMISSION
25205,PH PAY QR CODE 26/06/2025
25202,ID 2176
25211,PH PAY QR CODE 27/06/2025
25217,ID 9722
25214,"PH PAY ID 9384,7482(18K+2K)"
25208,PROVISIONAL ADMISSION
25193,ID 0847
25219,ID 1139
24631,ID 7448
25224,AC 9374 30/6/25
25210,PH PAY ID 2789
25226,PH PAY 12/6/25 5000+5000*
25215,"PH PAY ID 4055,5120(8K+2K) PROVISIONAL ADMISSION"
25216,PH PAY (2000*5) PROVISIONAL ADMISSION
25206,ID 5627
25199,PROVISIONAL ADMISSION
25192,4560
25218,AC 7374 NEFT BY BANK 30/5/25
25222,ID 3027
25227,PH PAY ID 0356 PROVISIONAL ADMISSION
25228,PH PAY ID 4331 PROVISIONAL ADMISSION
25230,**
25231,PH PAY ID 4385
25212,PH PAY QR CODE 27/06/2025
25220,AC 2681 18/6/25
25203,ID 1288
25196,PH PAY 19/5/25
25233,ID 0538
25257,ID 5643
25238,ID 7733
25237,ID 1382
24504,16/5/25 PROVISIONAL ADMISSION
25240,PH PAY QR CODE (30000) 10000 01/07/2025
25241,PH PAY QR CODE 01/07/2025 (30000) 10000
25242,PH PAY QR CODE 01/07/2025 (30000) 10000
25258,ID 6737
25727,AC 10569 7/8/25
25244,PH PAY ID 3171(15K+10K) 28/6/25
23090,PH PAY QR CODE (3073) 05/12/2024
25266,PH PAY 28/6/25(15K+10K)4/7/25
21354,ID 9720 (15K) ID (2207 )10K PROVISIONAL ADMISSION
25246,AC 1045 1/7/26
25262,ID 6442
25260,ID 3441
25254,ID 4437
25248,PH PAY ID 0594(50K+25K) CASH
25256,ID 1778
25263,ID 6681
25264,PH PAY 13/6/25 (10K+10K) 4/7/25
25267,PH PAY 4/7/25(5K+5K) 5/7/25
25243,ID 1918
25261,AC 9374 3/7/25
25269,AC 6831 4/7/25
25270,PH PAY 4/7/25
25259,ID 8193
25247,OLD R# 6 TRF B TECH B 1.1 TO B TECH B 1.3
25236,AC 6831 1/7/25
24841,ID 1522
24842,OLD R# 1613
25245,AC 6831 1/7/25
25271,ID 8132
25272,"PH PAY ID 8833,9841(5K+5K)"
25275,AC 6831 5/7/25
25304,OLD R#10 TRF BTECH AME B1.1 TO AME B 1.1
24062,PH PAY QR CODE 10/04/2025
25764,AC 1045 11/8/25
25281,ID 9555
25308,AC 0822 9/7/25
25296,ID 3746
25293,BY CHEQ 554248
25290,ID 9122
25282,ID 9925
25274,ID 7212
25283,ID 7161 PROVISTIONAL ADMISSION
25299,PH PAY ID 5277(20K+5K) CASH
25284,ID 4692 PROVITIONAL ADMISSION
25292,ID 1403 (50K)
25285,ID 2619
25297,ID 6214
25279,PH PAY ID 5554 (60K)
25310,ID 1672(5K+5K) CASH
25301,ID 0876
25298,ID 0962
25313,ID 7281
25287,PH PAY QR CODE 07/07/2025 (18750) (31250)
25288,PH PAY QR CODE (20000) 07/07/2025 AND 2500 CASH
25314,ID 7764
25307,ID 2809 PROVISIONAL ADMISSION
25300,BY DURGA NURSERY AC 6831 1/7/25
25273,PH PAY 4/7/25
25280,ID 4536
25286,ID 4291
25334,ID 5933
25322,PH PAY QR CODE (20000+20000) 06/07/2025 AND PH PAY (20000) 05/07/2025 AND IMPS ON 20000 (10000) 05/07/2025 ACC 9374
25318,PH PAY ID 2341(3K+7K)CASH PROVISIONAL ADMISSION
25342,ID 8795
25340,PH PAY QR CODE 12/07/2025 (7655)
25324,ID 1416
25315,ID 0437
25728,ID 3335
25319,ID 4174
25352,ID 9330
25353,ID 0180(10K+5K) CASH
25320,PH PAY 6K+2K+2K PROVITIONAL ADMISSION
25321,IMPS ON 10/05/2025 (50000) +(50000) 20000 ACC 10578
25335,OLD R# 1175
25355,ID 4534
25351,ID 3585
23923,PH PAY QR CODE (8000+2000) 27/03/2025
25350,ID 3120
25332,ID 5141
25331,ID 8306
25316,PH PAY (20K+15K) 9/7/25
25354,ID 7097
25330,ID 3505
25343,"ID 0289,8712(8K+2K)"
25347,PH PAY 10/7/25
25333,AC 6831 11/7/25
25345,HDFC SWIPE (50000) AND CASH 35000
25339,IMPS ON 11/07/2025 ACC 9374 (250000) 155000
25336,NEFT BY 10/07/2025 (175000) 80000 ACC 9374
25346,PH PAY 12/7/25
25329,BY QFIX 10/7/25 AC 6831
25323,ID 9259
25378,ID 1987
25583,OLD R# 46
25369,ID 5460
25373,PH PAY QR CODE (3838) 15/07/2025
25362,PH PAY 19/5/25
25382,NAIE QR
25360,PH PAY QR CODE 14/07/2025
25375,ID 4934
25367,PROVISIONAL ADMISSION
25357,ID 1900
25371,AC 6831 14/7/25 75K
25372,ID 6092
25359,BY CHEQ NO 000455
25356,ID 1991 PROVISIONAL ADMISSION
25358,ID 2308
25389,QR ACMT (8K+2K)
25390,ACMT QR
25391,QR ACMT
25384,PROVISIONAL ADMISSION
25370,AC 6831 14/7/25 (75K)
25388,NIAE QR
25379,ID 3365
25381,NIAE QR 6831
25393,NIAE QR
25377,CASH 6K + 4K C
25344,AC 6831 12/7/25
25374,ID 4492
25383,ID 5990
